sseqid	description	tax_id	tax_name	name_id
CAD7438220.1				
EQB61985.1				
XP_003747695.2	actin-5C	Galendromus occidentalis	34638	LOC100901418
XP_042343682.1	"actin, cytoplasmic 1-like"	Plectropomus leopardus	160734	
KAH9528180.1				
XP_042343681.1	"actin, cytoplasmic 1-like"	Plectropomus leopardus	160734	
BAP39330.1				
TBU06551.1				
XP_013083901.1	"actin, cytoplasmic-like"	Biomphalaria glabrata	6526	
MCB1712129.1				
TBU11234.1				
XP_045158684.1	actin-2-like	Mercenaria mercenaria	6596	LOC123524499
TBU10749.1				
XP_046546961.1	"actin, cytoplasmic-like"	Haliotis rubra	36100	LOC124257035
XP_052774982.1	"actin, cytoplasmic"	Mya arenaria	6604	LOC128213374
XP_021356758.1	actin-2-like	Mizuhopecten yessoensis	6573	LOC110452510
KAF0147144.1				
XP_046546964.1	"actin, cytoplasmic-like"	Haliotis rubra	36100	LOC124257039
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
KAF9115615.1				
XP_021916826.1	tigger transposable element-derived protein 6-like	Zootermopsis nevadensis	136037	
KAI0993918.1				
OAF69856.1				
KAH8284366.1				
KAH8312676.1				
KAH8340949.1				
KAI2797545.1				
XP_022916398.1				
PNJ10001.1				
VDK78866.1				
KAG0441503.1				
KAG0442155.1				
KAG0431370.1				
CAF0988202.1				
EXX53800.1				
KAG0430420.1				
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
CRL01818.1				
XP_008302761.1	tigger transposable element-derived protein 6-like	Stegastes partitus	144197	
XP_054708872.1	tigger transposable element-derived protein 6-like	Uloborus diversus	327109	LOC129218581
XP_033115510.1				
WP_148708480.1				
WP_208967072.1				
XP_020573461.1	GTP-binding protein SAR1A-like	Phalaenopsis equestris	78828	
QUB02984.1				
KAH8556597.1				
XP_048248519.1	tigger transposable element-derived protein 6-like	Haliotis rufescens	6454	LOC125378012
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
XP_046357700.2				
WGH24963.1				
WGH26683.1				
QUB02984.1				
KAI2804866.1				
WGH24690.1				
YP_009633176.1	DNA-directed RNA polymerase subunit beta	Ulva lactuca	63410	
YP_009220456.1	DNA-directed RNA polymerase subunit beta	Ulva fasciata	111617	
YP_009109446.1	hypothetical protein	Sanionia uncinata	140003	
KAI9315819.1				
YP_010530066.1	RNA polymerase b''-subunit	Ulva tepida	1451047	
MCG8079327.1				
KAF0147144.1				
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
KAI7957779.1				
XP_022172208.1	tigger transposable element-derived protein 6-like	Myzus persicae	13164	LOC111035030
XP_035212025.1	tigger transposable element-derived protein 6-like	Stegodyphus dumicola	202533	LOC118186108
XP_002735168.1	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100374421
XP_041347231.1	tigger transposable element-derived protein 4-like	Gigantopelta aegis	1735272	LOC121367165
KAG0439476.1				
POW20065.1				
KAI4873743.1				
MDG2555389.1				
KAI4886713.1				
KAI4872928.1				
KAI4897455.1				
CAG9565363.1				
KAI4901342.1				
KAI4886609.1				
KAI4886899.1				
KAI4889937.1				
QUB02984.1				
XP_002737102.1	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100366466
WP_130624175.1				
BBE20978.1				
CVK16255.1				
AEP41000.1				
CAG9563419.1				
CAG4974917.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
XP_033761525.1				
KAG0441503.1				
XP_028677229.1				
KAE9546906.1				
YP_004841734.1	Ymf77	Ichthyophthirius multifiliis	5932	
XP_021695234.1				
CAG2198877.1				
CAF4939503.1				
XP_014662536.1	tigger transposable element-derived protein 6-like	Priapulus caudatus	37621	LOC106805461
XP_053390018.1				
XP_046549186.1	tigger transposable element-derived protein 6-like	Haliotis rubra	36100	LOC124259135
XP_002740600.1				
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
XP_047505969.1	tigger transposable element-derived protein 6-like	Pieris napi	78633	
KAG0434560.1				
KAI3358380.1				
KAF7684931.1				
XP_050032448.1	tigger transposable element-derived protein 4-like	Dermacentor andersoni	34620	LOC126528905
VDL96880.1				
KRH93819.1				
XP_029645317.1	tigger transposable element-derived protein 4-like	Octopus sinensis	2607531	LOC115219296
XP_008302761.1	tigger transposable element-derived protein 6-like	Stegastes partitus	144197	
UFQ87295.1				
XP_025108664.1	tigger transposable element-derived protein 4-like	Pomacea canaliculata	400727	LOC112572897
QUB02984.1				
XP_021916826.1	tigger transposable element-derived protein 6-like	Zootermopsis nevadensis	136037	
ELW65053.1				
RUP42735.1				
KAB1273094.1				
YP_010530066.1				
TBU03337.1				
XP_026050377.1	MAP/microtubule affinity-regulating kinase 3-like	Astatotilapia calliptera	8154	
XP_026050376.1	MAP/microtubule affinity-regulating kinase 3-like	Astatotilapia calliptera	8154	
XP_032338636.1	microtubule affinity regulating kinase 3	Camelus ferus	419612	ENSCFEG00005002627
XP_032338633.1	microtubule affinity regulating kinase 3	Camelus ferus	419612	ENSCFEG00005002627
XP_032338644.1	microtubule affinity regulating kinase 3	Camelus ferus	419612	ENSCFEG00005002627
XP_032338638.1	microtubule affinity regulating kinase 3	Camelus ferus	419612	ENSCFEG00005002627
XP_032338635.1	microtubule affinity regulating kinase 3	Camelus ferus	419612	ENSCFEG00005002627
KAI1229723.1				
XP_032338645.1	microtubule affinity regulating kinase 3	Camelus ferus	419612	ENSCFEG00005002627
WP_089652337.1				
XP_020769164.1	microtubule affinity regulating kinase 3	Odocoileus virginianus	9874	ENSOVIG00010007316
XP_020769149.1	microtubule affinity regulating kinase 3	Odocoileus virginianus	9874	ENSOVIG00010007316
XP_020769154.1	microtubule affinity regulating kinase 3	Odocoileus virginianus	9874	ENSOVIG00010007316
WP_206945093.1				
WP_115894940.1				
WP_115823240.1				
XP_020769152.1	microtubule affinity regulating kinase 3	Odocoileus virginianus	9874	ENSOVIG00010007316
WP_259866416.1				
WP_155671787.1				
MBN1684876.1				
XP_020769156.1	microtubule affinity regulating kinase 3	Odocoileus virginianus	9874	ENSOVIG00010007316
NQV18567.1				
XP_020769150.1	microtubule affinity regulating kinase 3	Odocoileus virginianus	9874	ENSOVIG00010007316
WP_264187792.1				
XP_056017299.1				
XP_046549186.1				
XP_014662536.1				
XP_020769163.1	microtubule affinity regulating kinase 3	Odocoileus virginianus	9874	ENSOVIG00010007316
CAH7759508.1				
XP_020769153.1	microtubule affinity regulating kinase 3	Odocoileus virginianus	9874	ENSOVIG00010007316
CAH7759512.1				
WP_090866663.1				
KAJ6225475.1				
XP_056292221.1				
MBR4003736.1				
WP_160913327.1	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	Halobacillus litoralis	45668	
KAJ3434768.1				
CAH7759511.1				
WP_213107171.1				
WP_121614965.1				
WP_233879095.1				
WP_237670192.1				
WP_213121633.1				
WP_019378498.1				
WGH24593.1				
CAI6376720.1				
XP_041376266.1	lysine--tRNA ligase-like	Gigantopelta aegis	1735272	LOC121388822
XP_052071173.1				
XP_033761525.1				
CAH2099452.1				
CAH8867827.1				
CAG5124790.1				
CAI9718981.1				
XP_043467039.1				
GFY44169.1				
GIY04101.1				
GFT82757.1				
KAI4879981.1				
KAI4904739.1				
KAI4889361.1				
XP_046364645.2	lysine--tRNA ligase-like	Haliotis rufescens	6454	LOC124140876
XP_050402887.1	lysine--tRNA ligase	Patella vulgata	6465	
XP_046364647.2	lysine--tRNA ligase-like	Haliotis rufescens	6454	LOC124140876
XP_019379983.1	lysine--tRNA ligase-like	Gavialis gangeticus	94835	
XP_046364646.2	lysine--tRNA ligase-like	Haliotis rufescens	6454	LOC124140876
XP_019380002.1	lysine--tRNA ligase-like	Gavialis gangeticus	94835	
XP_019379992.1	lysine--tRNA ligase-like	Gavialis gangeticus	94835	
XP_019400648.1	lysine--tRNA ligase-like	Crocodylus porosus	8502	
XP_019400630.1	lysine--tRNA ligase-like	Crocodylus porosus	8502	
XP_053668632.1	lysine--tRNA ligase	Anopheles marshallii	1521116	
PVD26216.1				
XP_055940179.1	lysine--tRNA ligase-like	Argiope bruennichi	94029	
XP_019400639.1	lysine--tRNA ligase-like	Crocodylus porosus	8502	
KAI4880608.1				
XP_047492304.1	lysine--tRNA ligase-like	Penaeus chinensis	139456	LOC125041406
XP_047492305.1	lysine--tRNA ligase-like	Penaeus chinensis	139456	LOC125041406
XP_019878000.1	lysine--tRNA ligase	Aethina tumida	116153	ENSATDG00005005502
XP_037796776.1	lysine--tRNA ligase-like	Penaeus monodon	6687	LOC119592049
CAD5112600.1				
KAI8741135.1				
XP_019878002.1	lysine--tRNA ligase	Aethina tumida	116153	ENSATDG00005005502
XP_037796775.1	lysine--tRNA ligase-like	Penaeus monodon	6687	LOC119592049
XP_046549186.1				
XP_044267089.1	lysine--tRNA ligase	Tribolium madens	41895	LOC123012919
XP_029633542.1	splicing factor 3B subunit 2	Octopus sinensis	2607531	LOC115209325
XP_014770914.1	splicing factor 3B subunit 2	Octopus bimaculoides	37653	LOC106869620
KAF8794302.1				
YP_010530156.1				
XP_025106040.1	splicing factor 3B subunit 2-like	Pomacea canaliculata	400727	LOC112571334
XP_054714317.1	splicing factor 3B subunit 2-like	Uloborus diversus	327109	LOC129223958
XP_035224319.1	splicing factor 3B subunit 2-like	Stegodyphus dumicola	202533	LOC118196961
XP_035224320.1	splicing factor 3B subunit 2-like	Stegodyphus dumicola	202533	LOC118196961
XP_052697192.1	splicing factor 3B subunit 2-like	Crassostrea angulata	558553	LOC128175532
CAF0988202.1				
XP_055878618.1	splicing factor 3B subunit 2-like	Biomphalaria glabrata	6526	
XP_055928598.1	splicing factor 3B subunit 2-like	Argiope bruennichi	94029	
KAI2807140.1				
SCQ17353.1				
BAL70558.1				
AQX44070.1				
XP_056017299.1				
KAF7690711.1				
CAH2099452.1				
CAG4974917.1				
CAB3252707.1				
CAG9563419.1				
CAI6370435.1				
CAI2735484.1				
CAB3260931.1				
XP_026050380.1				
CAF4939503.1				
GBC39792.1				
CAI6374924.1				
MCG8079327.1				
XP_052833729.1	uncharacterized LOC128246989	Octopus bimaculoides	37653	LOC128246989
XP_032338632.1				
KAF0147144.1				
KAF7685763.1				
CAG9565363.1				
CAG9565519.1				
KAJ8728532.1				
CAG9568313.1				
KAF7685601.1				
KAI4889361.1				
KAI4886713.1				
KAI4879981.1				
KAI4872928.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
XP_032338639.1				
KAI4873743.1				
KAB1251663.1				
XP_046680899.1	tigger transposable element-derived protein 6-like	Homalodisca vitripennis	197043	LOC124367816
KAI4895016.1				
XP_008181524.1	tigger transposable element-derived protein 6-like	Acyrthosiphon pisum	7029	LOC103308950
XP_047505969.1	tigger transposable element-derived protein 6-like	Pieris napi	78633	
XP_050520008.1	tigger transposable element-derived protein 6-like	Daktulosphaira vitifoliae	58002	LOC126893647
XP_047984684.1	tigger transposable element-derived protein 6-like	Leguminivora glycinivorella	1035111	
KAI4904739.1				
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
XP_045480271.1	tigger transposable element-derived protein 6-like	Harmonia axyridis	115357	
XP_043467039.1	tigger transposable element-derived protein 4-like	Leptopilina heterotoma	63436	
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
KAI4895831.1				
KAI4901342.1				
XP_046549186.1	tigger transposable element-derived protein 6-like	Haliotis rubra	36100	LOC124259135
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
KAI4871609.1				
KAI4882857.1				
KAI4888814.1				
KAH9279174.1				
KAI4880608.1				
KAI4901677.1				
CAH7759510.1				
CAI8010357.1				
WP_163971298.1				
CAI8010356.1				
CAB3986434.1				
MYL48612.1				
KAI0989138.1				
KAF2838082.1				
CAF1112947.1				
XP_041376265.1				
CAF1484825.1				
AAW25747.1				
CAF3707358.1				
CAF2120583.1				
CAF4196178.1				
CAF3167470.1				
CAF4268026.1				
CAF3802859.1				
CAF4755956.1				
CAF1170794.1				
CAF0849329.1				
CAH3030348.1				
CAF0883121.1				
KAF7685601.1				
KAF6036621.1				
KAI8477556.1				
XP_028410000.1	guanine nucleotide-binding protein G(o) subunit alpha-like	Dendronephthya gigantea	151771	LOC114532647
CAH1254488.1				
KAI8479574.1				
KAI8479004.1				
KAH8406417.1				
KAH8242285.1				
XP_017474338.1	uncharacterized LOC108364962	Rhagoletis zephyria	28612	
XP_033096429.1	RNA-binding protein MEX3B-like	Anneissia japonica	1529436	LOC117100746
XP_013115096.1	uncharacterized LOC106092725	Stomoxys calcitrans	35570	
XP_035711691.1				
XP_021962086.1				
XP_019615320.1	RNA-binding protein MEX3B-like	Branchiostoma belcheri	7741	
XP_035662083.1	RNA-binding protein MEX3B-like	Branchiostoma floridae	7739	
XP_786425.2	RNA-binding protein MEX3B	Strongylocentrotus purpuratus	7668	
XP_018906097.1	RNA-binding protein MEX3B	Bemisia tabaci	7038	
XP_015742238.1	mex-3 RNA binding family member D	Coturnix japonica	93934	
XP_030379518.1	RNA-binding protein MEX3B	Scaptodrosophila lebanonensis	7225	
XP_049316883.1	RNA-binding protein MEX3B	Bactrocera dorsalis	27457	LOC105222666
XP_054091420.1	uncharacterized LOC105218336	Zeugodacus cucurbitae	28588	
GIY75455.1				
XP_033633960.1	RNA-binding protein MEX3B-like	Asterias rubens	7604	ENSASRG00000000548
GFQ72863.1				
XP_025106043.1				
XP_017089277.2	transposable element Tc3 transposase	Drosophila bipectinata	42026	
KAK0042293.1				
XP_044125724.1				
XP_052970703.1	ribosomal protein L3-domain-containing protein	Polychytrium aggregatum	110093	
CAH9079661.1				
XP_629921.1	60S ribosomal protein L3	Dictyostelium discoideum AX4	352472	DDB_G0291862
KAF2075171.1				
KAF3782944.1				
GFX81713.1				
GLJ17394.1				
CAH9074667.1				
KAF6003084.1				
CAH9139465.1				
KAH8948222.1				
KAG6607562.1				
XP_038885416.1	60S ribosomal protein L3	Benincasa hispida	102211	
XP_031492761.1	60S ribosomal protein L3	Nymphaea colorata	210225	
XP_003290787.1	60S ribosomal protein L3	Dictyostelium purpureum	5786	
TBU03337.1				
XP_014158176.1	60S ribosomal protein L3	Sphaeroforma arctica JP610	667725	
XP_022972942.1	60S ribosomal protein L3-like	Cucurbita maxima	3661	
TBU06551.1				
ASS47139.1				
XP_055928605.1				
QUB02984.1				
XP_050212056.1	60S ribosomal protein L3-2-like	Mercurialis annua	3986	
XP_008463090.1	60S ribosomal protein L3	Cucumis melo	3656	
XP_022932821.1	60S ribosomal protein L3	Cucurbita moschata	3662	
XP_023514600.1	60S ribosomal protein L3-like	Cucurbita pepo subsp. pepo	3664	
XP_004496455.1	60S ribosomal protein L3-1	Cicer arietinum	3827	
EUR62119.1				
ASS47064.1				
ETW15628.1				
EWC73442.1				
XP_029635052.1				
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
EUT79292.1				
YP_009642793.1	Ycf2	Reboulia hemisphaerica	37395	
XP_001348893.1	"conserved Plasmodium protein, unknown function"	Plasmodium falciparum 3D7	36329	
ETW33610.1				
KOB60066.1				
BAL70558.1				
WP_259292867.1				
ETW54427.1				
ETW40173.1				
SCQ17353.1				
CAH2099452.1				
XP_022290403.1				
XP_008302761.1				
KAG0442155.1				
YP_009325510.1	"DNA-directed RNA polymerase subunit beta, putative"	Plasmodium relictum	85471	
XP_046549186.1	tigger transposable element-derived protein 6-like	Haliotis rubra	36100	LOC124259135
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
XP_050056126.1	tigger transposable element-derived protein 6-like	Aphis gossypii	80765	
KAI4897455.1				
CAG9563419.1				
XP_033761525.1	tigger transposable element-derived protein 4-like	Pecten maximus	6579	LOC117343290
XP_057336463.1	tigger transposable element-derived protein 4-like	Microplitis mediator	375433	
XP_035212025.1	tigger transposable element-derived protein 6-like	Stegodyphus dumicola	202533	LOC118186108
XP_041347231.1	tigger transposable element-derived protein 4-like	Gigantopelta aegis	1735272	LOC121367165
XP_054706871.1	tigger transposable element-derived protein 6-like	Uloborus diversus	327109	LOC129216678
KAF7684984.1				
XP_048248519.1	tigger transposable element-derived protein 6-like	Haliotis rufescens	6454	LOC125378012
XP_008182065.1	tigger transposable element-derived protein 6-like	Acyrthosiphon pisum	7029	LOC103309140
CAD2084664.1				
CAD2084689.1				
XP_051784514.1	tigger transposable element-derived protein 6-like	Erpetoichthys calabaricus	27687	
EUD70293.1				
XP_039953998.1	tigger transposable element-derived protein 6-like	Bactrocera tryoni	59916	LOC120770522
XP_002735168.1	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100374421
KAI4881497.1				
ETB60571.1				
KEG00606.1				
SCM04212.1				
XP_045462918.1	tigger transposable element-derived protein 6-like	Harmonia axyridis	115357	
XP_050339345.1	tigger transposable element-derived protein 4-like	Bactrocera neohumeralis	98809	LOC126765680
XP_045480271.1	tigger transposable element-derived protein 6-like	Harmonia axyridis	115357	
BAA81704.1				
SCL96922.1				
XP_045460187.1	tigger transposable element-derived protein 6-like	Harmonia axyridis	115357	
SCL99762.1				
XP_054724765.1	tigger transposable element-derived protein 4-like	Uloborus diversus	327109	LOC129235102
CXH90199.1				
SCL90408.1				
KAG1662041.1				
CAD2096629.1				
CAC9696072.1				
XP_016653113.1	"dynein heavy chain, putative"	Plasmodium chabaudi chabaudi	31271	
CAF0764966.1				
XP_008626297.2	"dynein heavy chain, putative"	Plasmodium vinckei vinckei	54757	
ETW57018.1				
SOV13161.1				
CAF1325511.1				
CAF1013708.1				
XP_034419866.1	"dynein heavy chain, putative"	Plasmodium berghei ANKA	5823	
CAG9471687.1				
KMZ83323.1				
CAF4023313.1				
VUZ99279.1				
CAF2636786.1				
AFJ53919.1				
XP_037956643.1				
XP_018642636.1	putative dynein heavy chain	Plasmodium gaboni	647221	
XP_012762374.2	"dynein heavy chain, putative"	Plasmodium reichenowi	5854	
ABC86136.1				
AFJ53981.1				
AFQ02400.1				
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
XP_038074162.1				
XP_050339910.1				
KAI6652546.1				
CAG2196589.1				
KAG7520407.1				
RNA38974.1				
CCA21512.1				
KAG5177735.1				
RVE71069.1				
KAJ1918864.1				
XP_047141530.1	replication factor C subunit 2	Hydra vulgaris	6087	LOC100199898
XP_052074519.1	replication factor C subunit 2-like	Mytilus californianus	6549	
XP_043895013.1	replication factor C (activator 1) 2	Solea senegalensis	28829	
CAF0738315.1				
XP_022905396.1	replication factor C subunit 2-like	Onthophagus taurus	166361	LOC111417369
UXY87537.1				
CAG9565363.1				
CAG9568313.1				
OXA40618.1				
KAJ8728532.1				
RVE44556.1				
CAG5018692.1				
XP_004086351.1	replication factor C (activator 1) 2	Oryzias latipes	8090	ENSORLG00000018805
XP_049939525.1	replication factor C subunit 2	Schistocerca serialis cubense	2023355	LOC126416079
XP_024149006.1	replication factor C (activator 1) 2	Oryzias melastigma	30732	
XP_020861412.1	replication factor C subunit 2	Phascolarctos cinereus	38626	
KAJ2818221.1				
RVW97787.1				
XP_049804311.1	replication factor C subunit 2	Schistocerca nitens	7011	LOC126245897
XP_047001215.1	replication factor C subunit 2	Schistocerca americana	7009	LOC124617369
XP_041137580.1	replication factor C subunit 4	Brettanomyces bruxellensis	5007	
XP_049804312.1	replication factor C subunit 2	Schistocerca nitens	7011	LOC126245897
YP_003795227.1	Orf1636	Proteromonas lacertae	42746	
CAH2075690.1				
GAU21528.1				
KAJ0079284.1				
PKA51702.1				
KOM35464.1				
XP_011656458.1				
XP_050551752.1	transposable element Tcb2 transposase	Spodoptera frugiperda	7108	
EPY86316.1				
KAI8023467.1				
XP_025831980.1	transposable element Tcb2 transposase	Agrilus planipennis	224129	LOC112904925
RDX89707.1				
MCB1712129.1				
KAB1202110.1				
PPR89994.1				
RAL52675.1				
ONM26315.1				
RZC73691.1				
XP_045094975.1	Protein CBG12802	Caenorhabditis briggsae	6238	
RZC69768.1				
KAH9755518.1				
KAH9755516.1				
KAH9755515.1				
ETW28889.1				
RXJ95886.1				
VDO94763.1				
XP_021916826.1				
KAI3474663.1				
KAF8757680.1				
CAG2240155.1				
KRY65064.1				
XP_052071173.1				
KRY46475.1				
KAI8757134.1				
KRZ01282.1				
KZS13275.1				
XP_043794406.1	polyubiquitin-like	Apis laboriosa	183418	
XP_020321320.1	serine/threonine-protein phosphatase 2A catalytic subunit	Oncorhynchus kisutch	8019	
XP_033305748.1	polyubiquitin	Bombus bifarius	103933	
XP_021446128.1	serine/threonine-protein phosphatase 2A catalytic subunit	Oncorhynchus mykiss	8022	
KRY08820.1				
XP_025077007.1	polyubiquitin-C-like	Pomacea canaliculata	400727	
XP_046695131.1	polyubiquitin-C	Silurus meridionalis	175797	
KAJ3989965.1				
KAF7688613.1				
RZB55161.1				
GFG38331.1				
AJW77405.1				
WAR02486.1				
KAG0411811.1				
KAF0688732.1				
XP_056415177.1	polyubiquitin	Hyla sarda	327740	
CAH3107919.1				
XP_002734936.2				
CAD2096469.1				
XP_018650291.1	putative ubiquitin (ribosomal protein L40)	Schistosoma mansoni	6183	
XP_027204150.1	polyubiquitin-C-like	Dermatophagoides pteronyssinus	6956	
XP_021936589.1	polyubiquitin-C-like	Zootermopsis nevadensis	136037	
XP_052798989.1	piwi-like protein 1	Mya arenaria	6604	LOC128230611
XP_045173271.1	piwi-like protein 1	Mercenaria mercenaria	6596	LOC123534878
XP_044168784.1	piwi-like protein 1	Acropora millepora	45264	LOC114957493
EAA20805.1				
XP_013405373.1	piwi-like protein 1	Lingula anatina	7574	LOC106170165
XP_729240.2				
XP_046398366.1	piwi-like protein Siwi	Ischnura elegans	197161	
XP_029847819.1	piwi-like protein 1	Ixodes scapularis	6945	LOC8036201
XP_035691448.1	piwi-like protein 1	Branchiostoma floridae	7739	
XP_050410260.1	piwi-like protein 1	Patella vulgata	6465	ENSPVUG00005003877
XP_045173270.1	piwi-like protein 1	Mercenaria mercenaria	6596	LOC123534878
XP_027058991.1	piwi-like protein 1	Pocillopora damicornis	46731	LOC113685659
XP_028415241.1	piwi-like protein 1	Dendronephthya gigantea	151771	LOC114538285
XP_031558248.1	piwi-like protein 1	Actinia tenebrosa	6105	LOC116294737
XP_009860146.1	piwi-like protein 1	Ciona intestinalis	7719	
KAG1662035.1				
XP_032223626.2	piwi-like protein 1	Nematostella vectensis	45351	
CAF4012165.1				
KAH7956931.1				
CAF5111945.1				
XP_050025542.1	piwi-like protein Siwi	Dermacentor andersoni	34620	LOC126520796
CAH2252164.1				
MCY3927078.1				
XP_037513194.1	piwi-like protein 1	Rhipicephalus sanguineus	34632	LOC119389861
XP_043932298.1	Dmx like 2	Protopterus annectens	7888	
MCP3853071.1				
XP_043925694.1	dynein axonemal heavy chain 10	Protopterus annectens	7888	
XP_047141531.1				
XP_034339205.1	uncharacterized LOC117693129	Crassostrea gigas	29159	
XP_014262390.1				
XP_043942935.1	uncharacterized LOC122814417	Protopterus annectens	7888	
XP_041349744.1				
XP_008116317.1	uncharacterized LOC103280146	Anolis carolinensis	28377	
XP_047138930.1	uncharacterized LOC124814884	Hydra vulgaris	6087	LOC124814884
XP_047122989.1	uncharacterized LOC124806278	Hydra vulgaris	6087	LOC124806278
XP_034300606.1	uncharacterized LOC117681227	Crassostrea gigas	29159	
XP_053571499.1	uncharacterized LOC128661246	Bombina bombina	8345	
XP_034338483.1	uncharacterized LOC117692949	Crassostrea gigas	29159	
XP_034315886.1	uncharacterized LOC117685569	Crassostrea gigas	29159	
HAO14397.1				
CAF4012165.1				
XP_040191613.1	uncharacterized LOC120924680	Rana temporaria	8407	
XP_048708038.1	protein kinase C and casein kinase substrate in neurons 3	Caretta caretta	8467	ENSCECG00000012806
XP_022316718.1	uncharacterized LOC111120285	Crassostrea virginica	6565	LOC111120285
XP_034307857.1	uncharacterized LOC117683124	Crassostrea gigas	29159	
CAF5111945.1				
CAF0873387.1				
XP_048692170.1	uncharacterized LOC125630376	Caretta caretta	8467	
VDN98936.1				
XP_048708039.1	protein kinase C and casein kinase substrate in neurons 3	Caretta caretta	8467	ENSCECG00000012806
KAK0080108.1				
CAG9565519.1				
MCG8032755.1				
XP_057302827.1	uncharacterized LOC130636990	Hydractinia symbiolongicarpus	13093	LOC130636990
XP_057308171.1	uncharacterized LOC130646053	Hydractinia symbiolongicarpus	13093	LOC130646053
XP_041434030.1	uncharacterized LOC108702978	Xenopus laevis	8355	
XP_057308105.1	uncharacterized LOC130645991	Hydractinia symbiolongicarpus	13093	LOC130645991
XP_011407404.1	uncharacterized LOC105314749	Amphimedon queenslandica	400682	
XP_041424932.1	uncharacterized LOC121395445	Xenopus laevis	8355	ENSXLAG00005009809
XP_041417084.1	uncharacterized LOC108715416	Xenopus laevis	8355	
XP_057305442.1	uncharacterized LOC130642374	Hydractinia symbiolongicarpus	13093	LOC130642374
CAF3465208.1				
XP_041423404.1	uncharacterized LOC121395010	Xenopus laevis	8355	
XP_047138930.1	uncharacterized LOC124814884	Hydra vulgaris	6087	LOC124814884
WGH24777.1				
CAB9544541.1				
XP_008123603.1	uncharacterized LOC103282659	Anolis carolinensis	28377	
XP_048708039.1	protein kinase C and casein kinase substrate in neurons 3	Caretta caretta	8467	ENSCECG00000012806
XP_048692170.1	uncharacterized LOC125630376	Caretta caretta	8467	
XP_047137092.1	uncharacterized LOC124813716	Hydra vulgaris	6087	LOC124813716
KAJ0013471.1				
KAH7542960.1				
HAO14397.1				
XP_041434030.1	uncharacterized LOC108702978	Xenopus laevis	8355	
XP_043925694.1	dynein axonemal heavy chain 10	Protopterus annectens	7888	
CAI2734422.1				
XP_056419489.1	uncharacterized LOC130360958	Hyla sarda	327740	
CAH2099452.1				
GFN85872.1				
KAG5580895.1				
CAG4974917.1				
CAB5379649.1				
CAG9563419.1				
CAB5371740.1				
CAB5363548.1				
XP_043942935.1	uncharacterized LOC122814417	Protopterus annectens	7888	
KAF0685318.1				
CAB4432310.1				
CAB4418594.1				
CAF4939503.1				
XP_052833729.1	uncharacterized LOC128246989	Octopus bimaculoides	37653	LOC128246989
GBC16059.2				
GBC19263.1				
KAG4072924.1				
KAH8512395.1				
XP_010887911.1				
XP_050482672.1				
CBI22354.3				
XP_014662536.1	tigger transposable element-derived protein 6-like	Priapulus caudatus	37621	LOC106805461
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
KAF7495163.1				
CAH2049430.1				
KFM57642.1				
XP_042900840.1	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC122269861
UXI15416.1				
XP_042898282.1	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC122269410
GFS94914.1				
XP_037026670.1	regulator of nonsense transcripts 2	Bradysia coprophila	38358	
XP_035220052.1	regulator of nonsense transcripts 2-like	Stegodyphus dumicola	202533	LOC118193122
XP_019626159.1				
XP_037798148.1	regulator of nonsense transcripts 2-like	Penaeus monodon	6687	LOC119593291
XP_027221020.1	regulator of nonsense transcripts 2-like	Penaeus vannamei	6689	LOC113813252
XP_042223976.1	regulator of nonsense transcripts 2-like	Homarus americanus	6706	LOC121867906
XP_042223985.1	regulator of nonsense transcripts 2-like	Homarus americanus	6706	LOC121867906
XP_042877064.1	regulator of nonsense transcripts 2-like	Penaeus japonicus	27405	LOC122256434
